Year,State,County,fcst
2022,FL,Okaloosa,35.46964353
2022,FL,Okeechobee,26.0331908
2022,FL,Orange,441.6084651
2022,FL,Osceola,74.88412927
2022,FL,Palm Beach,468.3846023
2022,FL,Pasco,32.70724287
2022,FL,Pinellas,214.4672822
2022,FL,Polk,38.31780444
2022,FL,Putnam,3.323208204
2022,FL,St. Johns,70.20448422
2022,FL,St. Lucie,42.48909786
2022,FL,Santa Rosa,11.70720503
2022,FL,Sarasota,122.1106562
2022,FL,Seminole,97.85927117
2022,FL,Sumter,15.82322712
2022,FL,Suwannee,27.18236585
2022,FL,Taylor,2.50697142
2022,FL,Volusia,104.7903012
2022,FL,Wakulla,0
2022,FL,Walton,31.17410883
2022,FL,Washington,1.292832816
2022,TN,Anderson,2
2022,TN,Bedford,2
2022,TN,Blount,15.01394284
2022,TN,Bradley,1.01394284
2022,TN,Carter,0
2022,TN,Cheatham,1
2022,TN,Cocke,2
2022,TN,Coffee,17.02788568
2022,TN,Cumberland,2
2022,TN,Davidson,203.3346282
2022,TN,DeKalb,1.01394284
2022,TN,Dickson,22.01394284
2022,TN,Dyer,1
2022,TN,Fentress,0
2022,TN,Franklin,6
2022,TN,Greene,4.01394284
2022,TN,Hamblen,2
2022,TN,Hamilton,97.56274278
2022,TN,Hardin,1.50697142
2022,TN,Hawkins,2
2022,TN,Henry,5
2022,TN,Jackson,2
2022,TN,Jefferson,0
2022,TN,Knox,100.6742855
2022,TN,Lawrence,0
2022,TN,Loudon,8
2022,TN,McMinn,1
2022,TN,Macon,1.01394284
2022,TN,Madison,17
2022,TN,Marshall,1
2022,TN,Maury,5.50697142
2022,TN,Montgomery,28.01394284
2022,TN,Overton,1.01394284
2022,TN,Perry,2
2022,TN,Polk,1.01394284
2022,TN,Putnam,29.52091426
2022,TN,Rhea,0
2022,TN,Roane,0
2022,TN,Rutherford,63.61851414
2022,TN,Scott,1
2022,TN,Sevier,39.15337124
2022,TN,Shelby,116.0557714
2022,TN,Smith,1.01394284
2022,TN,Stewart,0
2022,TN,Sullivan,28.01394284
2022,TN,Sumner,6
2022,TN,Unicoi,1.01394284
2022,TN,Van Buren,1.01394284
2022,TN,Warren,3
2022,TN,Washington,9.01394284
2022,TN,Weakley,1
2022,TN,White,1.01394284
2022,TN,Williamson,58.04182852
2022,TN,Wilson,10.5348571
2022,TX,Anderson,1
2022,TX,Angelina,1
2022,TX,Aransas,7.52091426
2022,TX,Austin,2
2022,TX,Bandera,0
2022,TX,Bastrop,23.04182852
2022,TX,Bell,16.02788568
2022,TX,Bexar,164.1204564
2022,TX,Blanco,7
2022,TX,Bowie,8
2022,TX,Brazoria,34.59062846
2022,TX,Brazos,23.08365704
2022,TX,Burnet,2
2022,TX,Calhoun,1.01394284
2022,TX,Cameron,20.50697142
2022,TX,Collin,156.8973709
2022,TX,Colorado,10
2022,TX,Comal,12.04182852
2022,TX,Coryell,1
2022,TX,Crockett,8.027885679
2022,TX,Culberson,12
2022,TX,Dallas,412.0546266
2022,TX,Denton,71.2091426
2022,TX,DeWitt,1.52091426
2022,TX,Dickens,0
2022,TX,Eastland,12
2022,TX,Ellis,17
2022,TX,El Paso,43.08365704
2022,TX,Fayette,9
2022,TX,Fort Bend,48.78582821
2022,TX,Galveston,46.0697142
2022,TX,Gillespie,12.01394284
2022,TX,Gonzales,0.50697142
2022,TX,Grayson,10.04182852
2022,TX,Gregg,8.027885679
2022,TX,Grimes,2.50697142
2022,TX,Guadalupe,12.05577136
2022,TX,Hamilton,4
2022,TX,Hardin,2
2022,TX,Harris,580.1990842
2022,TX,Harrison,4
2022,TX,Hays,36.09759988
2022,TX,Henderson,3
2022,TX,Hidalgo,23.01394284
2022,TX,Hill,2
2022,TX,Hood,4
2022,TX,Hopkins,8
2022,TX,Hunt,1
2022,TX,Jackson,3
2022,TX,Jasper,2
2022,TX,Jefferson,9
2022,TX,Johnson,8.069714198
2022,TX,Kaufman,0
2022,TX,Kendall,8
2022,TX,Kerr,8.562742779
2022,TX,Kleberg,9
2022,TX,Lampasas,5
2022,TX,Lee,8
2022,TX,Leon,0
2022,TX,Llano,5
2022,TX,Lubbock,8.01394284
2022,TX,McLennan,28.04182852
2022,TX,Matagorda,5
2022,TX,Maverick,2
2022,TX,Midland,13.50697142
2022,TX,Montgomery,48.12548556
2022,TX,Moore,16
2022,TX,Nacogdoches,8
2022,TX,Navarro,10
2022,TX,Nolan,12
2022,TX,Nueces,37
2022,TX,Ochiltree,1
2022,TX,Orange,4
2022,TX,Parker,5
2022,TX,Pecos,12
2022,TX,Polk,0
2022,TX,Potter,22
2022,TX,Presidio,3
2022,TX,Randall,3
2022,TX,Real,0
2022,TX,Reeves,15
2022,TX,Rockwall,19.02788568
2022,TX,Runnels,0.50697142
2022,TX,San Patricio,3
2022,TX,Smith,15.5348571
2022,TX,Tarrant,191.5298279
2022,TX,Taylor,6
2022,TX,Titus,4
2022,TX,Tom Green,2
2022,TX,Travis,447.0356546
2022,TX,Uvalde,2
2022,TX,Val Verde,1
2022,TX,Van Zandt,1
2022,TX,Victoria,10
2022,TX,Walker,14.02788568
2022,TX,Waller,3
2022,TX,Washington,8
2022,TX,Webb,11.5348571
2022,TX,Wharton,2
2022,TX,Wheeler,6
2022,TX,Wichita,4.01394284
2022,TX,Williamson,74.77188537
2022,TX,Wilson,3
2022,VA,Accomack,4
2022,VA,Albemarle,39.61804596
2022,VA,Alleghany,1.841141175
2022,VA,Arlington,279.1454319
2022,VA,Augusta,21.04684705
2022,VA,Bath,5.523423525
2022,VA,Bedford,4
2022,VA,Botetourt,12.09736216
2022,VA,Campbell,7.151545341
2022,VA,Caroline,1.841141175
2022,VA,Chesterfield,38.41691385
2022,VA,Clarke,3.050515114
2022,VA,Culpeper,5.841141175
2022,VA,Essex,0
2022,VA,Fairfax,363.1912354
2022,VA,Fauquier,14.52525756
2022,VA,Floyd,2
2022,VA,Fluvanna,0.525257557
2022,VA,Franklin,1
2022,VA,Frederick,16.09736216
2022,VA,Giles,2
2022,VA,Goochland,25.31130986
2022,VA,Halifax,2.525257557
2022,VA,Hanover,11
2022,VA,Henrico,127.9147062
2022,VA,Henry,2
2022,VA,Isle of Wight,4
2022,VA,James City,6
2022,VA,King George,11.3645647
2022,VA,Lancaster,3
2022,VA,Loudoun,162.7928224
2022,VA,Louisa,3.050515114
2022,VA,Madison,5.101030228
2022,VA,Mecklenburg,6
2022,VA,Middlesex,0.525257557
2022,VA,Montgomery,19.84114118
2022,VA,Nelson,1
2022,VA,New Kent,0.262628778
2022,VA,Northumberland,0.787886335
2022,VA,Nottoway,2
2022,VA,Orange,38.92385373
2022,VA,Page,5
2022,VA,Patrick,1
2022,VA,Powhatan,3
2022,VA,Prince Edward,3.151545341
2022,VA,Prince George,3.841141175
2022,VA,Prince William,45.77507076
2022,VA,Rappahannock,10.52342353
2022,VA,Roanoke,9
2022,VA,Rockbridge,34.77597645
2022,VA,Rockingham,5.523423525
2022,VA,Shenandoah,25.94033737
2022,VA,Smyth,1
2022,VA,Spotsylvania,24.62078569
2022,VA,Stafford,7.151545341
2022,VA,Sussex,3
2022,VA,Warren,14.88798823
2022,VA,Washington,12.04684705
2022,VA,Westmoreland,5.523423525
2022,VA,Wythe,9.050515114
2022,VA,York,26.35358315
2022,MT,Beaverhead,12
2022,MT,Carbon,8
2022,MT,Cascade,10.08365704
2022,MT,Custer,4.055771359
2022,MT,Dawson,4.055771359
2022,MT,Flathead,15.01394284
2022,MT,Gallatin,35.08365704
2022,MT,Granite,2
2022,MT,Lake,1
2022,MT,Lewis and Clark,13.05577136
2022,MT,Madison,2
2022,MT,Mineral,6
2022,MT,Missoula,19.50697142
2022,MT,Park,5
2022,MT,Silver Bow,8.027885679
2022,MT,Yellowstone,10.01394284
2022,OR,Baker,12
2022,OR,Benton,28.01394284
2022,OR,Clackamas,146.0975999
2022,OR,Clatsop,47.11154272
2022,OR,Columbia,11.02788568
2022,OR,Coos,25
2022,OR,Crook,8
2022,OR,Curry,6
2022,OR,Deschutes,67.08365704
2022,OR,Douglas,29.04182852
2022,OR,Gilliam,5
2022,OR,Grant,3
2022,OR,Harney,1.50697142
2022,OR,Hood River,21.52091426
2022,OR,Jackson,72.61851414
2022,OR,Jefferson,12
2022,OR,Josephine,18
2022,OR,Klamath,14.52091426
2022,OR,Lake,1
2022,OR,Lane,88.57668562
2022,OR,Lincoln,52.05577136
2022,OR,Linn,18.50697142
2022,OR,Malheur,4.055771359
2022,OR,Marion,90.2091426
2022,OR,Morrow,4
2022,OR,Multnomah,287.5577136
2022,OR,Polk,24.54879994
2022,OR,Tillamook,18.01394284
2022,OR,Umatilla,13.01394284
2022,OR,Union,5
2022,OR,Wallowa,3.01394284
2022,OR,Wasco,12.52091426
2022,OR,Washington,326.6553135
2022,OR,Wheeler,4.01394284
2022,OR,Yamhill,44.05577136
2022,WA,Adams,10.51303907
2022,WA,Asotin,2.628259767
2022,WA,Benton,43.85421501
2022,WA,Chelan,65.04233674
2022,WA,Clallam,45.93972937
2022,WA,Clark,98.29605573
2022,WA,Columbia,4.077650282
2022,WA,Cowlitz,16.25921432
2022,WA,Douglas,5.740717205
2022,WA,Ferry,1.503298209
2022,WA,Franklin,8.757990868
2022,WA,Grant,10.95738937
2022,WA,Grays Harbor,25.58368022
2022,WA,Island,23.0253122
2022,WA,Jefferson,17.90857615
2022,WA,King,1233.094673
2022,WA,Kitsap,118.1484179
2022,WA,Kittitas,34.35287938
2022,WA,Klickitat,0
2022,WA,Lewis,31.97960027
2022,WA,Lincoln,1.359075947
2022,WA,Mason,6.942967605
2022,WA,Okanogan,19.18776016
2022,WA,Pacific,9.198909183
2022,WA,Pend Oreille,0
2022,WA,Pierce,155.139439
2022,WA,San Juan,18.82032207
2022,WA,Skagit,39.10217733
2022,WA,Skamania,12.79184011
2022,WA,Snohomish,208.0452814
2022,WA,Spokane,166.7929474
2022,WA,Stevens,2.859182891
2022,WA,Thurston,68.86668445
2022,WA,Wahkiakum,1.419223222
2022,WA,Walla Walla,23.29043601
2022,WA,Whatcom,49.14117855
2022,WA,Whitman,21.74612819
2022,WA,Yakima,26.0948384
2022,CA,Alameda,869.8776276
2022,CA,Alpine,14.36729734
2022,CA,Amador,25.76798518
2022,CA,Butte,53.15330024
2022,CA,Calaveras,8.954288076
2022,CA,Colusa,32.62120226
2022,CA,Contra Costa,495.1928877
2022,CA,Del Norte,22.15012684
2022,CA,El Dorado,120.9617349
2022,CA,Fresno,384.7192773
2022,CA,Glenn,0.775129734
2022,CA,Humboldt,64.51545097
2022,CA,Imperial,12.42166229
2022,CA,Inyo,20.26575342
2022,CA,Kern,164.4249341
2022,CA,Kings,108.3604631
2022,CA,Lake,10.72330571
2022,CA,Lassen,3.002942669
2022,CA,Los Angeles,5148.829453
2022,CA,Madera,40.54727217
2022,CA,Marin,133.259125
2022,CA,Mariposa,21.74612819
2022,CA,Mendocino,109.4319173
2022,CA,Merced,61.93108015
2022,CA,Modoc,6.013192835
2022,CA,Mono,43.49493634
2022,CA,Monterey,214.0200843
2022,CA,Napa,287.5728124
2022,CA,Nevada,46.41258303
2022,CA,Orange,1046.356829
2022,CA,Placer,176.569612
2022,CA,Plumas,6.945332319
2022,CA,Riverside,767.7590995
2022,CA,Sacramento,595.5193577
2022,CA,San Benito,5.180556662
2022,CA,San Bernardino,603.358823
2022,CA,San Diego,1458.504097
2022,CA,San Francisco,514.4126444
2022,CA,San Joaquin,134.9248845
2022,CA,San Luis Obispo,289.1752809
2022,CA,San Mateo,545.4921505
2022,CA,Santa Barbara,173.9778252
2022,CA,Santa Clara,2005.590497
2022,CA,Santa Cruz,74.14396035
2022,CA,Shasta,31.96280035
2022,CA,Sierra,1.419223222
2022,CA,Siskiyou,46.17914764
2022,CA,Solano,171.3629974
2022,CA,Sonoma,330.6224739
2022,CA,Stanislaus,78.81410515
2022,CA,Sutter,15.95416032
2022,CA,Tehama,24.85154376
2022,CA,Trinity,5.299085227
2022,CA,Tulare,38.75540769
2022,CA,Tuolumne,33.25604456
2022,CA,Ventura,392.8302497
2022,CA,Yolo,139.0517407
2022,CA,Yuba,7.307665972
2022,CO,Adams,143.6295095
2022,CO,Alamosa,5.361652853
2022,CO,Arapahoe,70.93628371
2022,CO,Archuleta,0.193782434
2022,CO,Boulder,261.7990705
2022,CO,Broomfield,19.83592377
2022,CO,Chaffee,26.84462202
2022,CO,Clear Creek,1.823491836
2022,CO,Custer,0
2022,CO,Delta,10.36659278
2022,CO,Denver,339.9197296
2022,CO,Dolores,5.530394309
2022,CO,Douglas,58.08639906
2022,CO,Eagle,107.9492226
2022,CO,El Paso,100.6283884
2022,CO,Fremont,0
2022,CO,Garfield,53.97598118
2022,CO,Gilpin,19.18776016
2022,CO,Grand,13.9364618
2022,CO,Gunnison,33.06717889
2022,CO,Hinsdale,0.182349184
2022,CO,Huerfano,2.502469961
2022,CO,Jefferson,256.8078292
2022,CO,Kit Carson,2.558368022
2022,CO,Lake,1.279184011
2022,CO,La Plata,17.53839833
2022,CO,Larimer,199.464993
2022,CO,Las Animas,15.33894923
2022,CO,Lincoln,13.59118293
2022,CO,Mesa,43.78774487
2022,CO,Mineral,0.187341451
2022,CO,Moffat,5.823828421
2022,CO,Montezuma,5.361652853
2022,CO,Montrose,12.86632301
2022,CO,Morgan,10.00987985
2022,CO,Otero,0.749365804
2022,CO,Ouray,5.116736044
2022,CO,Park,4.019901216
2022,CO,Pitkin,61.48613079
2022,CO,Pueblo,30.38361274
2022,CO,Rio Blanco,2.718433521
2022,CO,Rio Grande,3.105998388
2022,CO,Routt,30.92142186
2022,CO,Saguache,1.279184011
2022,CO,San Miguel,25.02469961
2022,CO,Summit,37.35047378
2022,CO,Teller,14.43572249
2022,CO,Washington,0
2022,CO,Weld,52.54638974
2023,NJ,Atlantic,65.10508321
2023,NJ,Bergen,258.6171554
2023,NJ,Burlington,72.97326692
2023,NJ,Camden,48.10234348
2023,NJ,Cape May,57.323499
2023,NJ,Cumberland,6.35261708
2023,NJ,Essex,104.0410431
2023,NJ,Gloucester,51.19443753
2023,NJ,Hudson,276.1594249
2023,NJ,Hunterdon,33.82881618
2023,NJ,Mercer,130.6891052
2023,NJ,Middlesex,256.3723763
2023,NJ,Monmouth,84.12835201
2023,NJ,Morris,152.4203479
2023,NJ,Ocean,62.47344428
2023,NJ,Passaic,33.80245292
2023,NJ,Salem,5.284146572
2023,NJ,Somerset,173.9516586
2023,NJ,Sussex,30.38410506
2023,NJ,Union,75.83872599
2023,NJ,Warren,2
2023,NY,Albany,297.8024068
2023,NY,Allegany,3.473318856
2023,NY,Bronx,62.92149325
2023,NY,Broome,39.76420773
2023,NY,Cattaraugus,25.42147858
2023,NY,Cayuga,9.844723059
2023,NY,Chautauqua,16.40330556
2023,NY,Chemung,19.68944612
2023,NY,Chenango,0
2023,NY,Clinton,31.46348635
2023,NY,Columbia,35.31938097
2023,NY,Cortland,9.45940757
2023,NY,Delaware,3.663236874
2023,NY,Dutchess,91.09883904
2023,NY,Erie,179.4675929
2023,NY,Essex,42.84947137
2023,NY,Franklin,28.37274326
2023,NY,Fulton,3.858634345
2023,NY,Genesee,10.41995657
2023,NY,Greene,21.23070808
2023,NY,Hamilton,9.046248379
2023,NY,Herkimer,7.604208242
2023,NY,Jefferson,23.35542272
2023,NY,Kings,360.7869138
2023,NY,Lewis,1.849746322
2023,NY,Livingston,16.98127879
2023,NY,Madison,12.156616
2023,NY,Monroe,229.0159176
2023,NY,Montgomery,4.76327381
2023,NY,Nassau,148.0452025
2023,NY,New York,1076.963585
2023,NY,Niagara,40.53483871
2023,NY,Oneida,82.61915854
2023,NY,Onondaga,130.4749915
2023,NY,Ontario,34.54874999
2023,NY,Orange,58.29222792
2023,NY,Orleans,0.385315489
2023,NY,Oswego,4.824662794
2023,NY,Otsego,21.03805033
2023,NY,Putnam,11.196067
2023,NY,Queens,381.0680318
2023,NY,Rensselaer,35.31664124
2023,NY,Richmond,29.52047055
2023,NY,Rockland,66.5929493
2023,NY,St. Lawrence,15.8225926
2023,NY,Saratoga,82.21466497
2023,NY,Schenectady,69.46911684
2023,NY,Schoharie,3.177342357
2023,NY,Schuyler,6.173267007
2023,NY,Seneca,12.70936943
2023,NY,Steuben,51.64414207
2023,NY,Suffolk,290.8393308
2023,NY,Sullivan,19.87936414
2023,NY,Tioga,1.189448589
2023,NY,Tompkins,45.15588485
2023,NY,Ulster,154.4056478
2023,NY,Warren,93.79056801
2023,NY,Washington,2.702687877
2023,NY,Wayne,10.81075151
2023,NY,Westchester,318.8870325
2023,NY,Wyoming,5.209978284
2023,NY,Yates,15.29472722
2023,VT,Addison,38.15469613
2023,VT,Bennington,28.05348899
2023,VT,Caledonia,5.790456369
2023,VT,Chittenden,150.1829675
2023,VT,Franklin,22.44871717
2023,VT,Lamoille,31.32639068
2023,VT,Orange,2.769337017
2023,VT,Orleans,30.11958677
2023,VT,Rutland,122.3349239
2023,VT,Washington,129.7764891
2023,VT,Windham,77.98739121
2023,VT,Windsor,92.26880345
2023,MI,Allegan,11.35044275
2023,MI,Antrim,0.934496329
2023,MI,Baraga,0.934496329
2023,MI,Barry,0.934496329
2023,MI,Bay,9
2023,MI,Benzie,11.48145009
2023,MI,Berrien,19.93449633
2023,MI,Branch,10.82043064
2023,MI,Calhoun,17.83189283
2023,MI,Cass,6.546953758
2023,MI,Charlevoix,2
2023,MI,Cheboygan,13.09390752
2023,MI,Chippewa,13.09390752
2023,MI,Clare,3.737985317
2023,MI,Clinton,2
2023,MI,Delta,1.401744494
2023,MI,Dickinson,0
2023,MI,Eaton,20.41594642
2023,MI,Emmet,6.934496329
2023,MI,Genesee,15.02840384
2023,MI,Gogebic,0
2023,MI,Grand Traverse,53.79479301
2023,MI,Gratiot,0
2023,MI,Hillsdale,0
2023,MI,Houghton,1
2023,MI,Huron,6.546953758
2023,MI,Ingham,63.09941346
2023,MI,Ionia,0
2023,MI,Iosco,0
2023,MI,Iron,0
2023,MI,Isabella,5
2023,MI,Jackson,14.28493908
2023,MI,Kalamazoo,19.62391962
2023,MI,Kalkaska,0
2023,MI,Kent,94.37015061
2023,MI,Lake,0
2023,MI,Lapeer,1
2023,MI,Leelanau,12.27347688
2023,MI,Lenawee,0
2023,MI,Livingston,2
2023,MI,Mackinac,1
2023,MI,Macomb,73.76317263
2023,MI,Manistee,0
2023,MI,Marquette,0
2023,MI,Mason,3.737985317
2023,MI,Mecosta,34.73476879
2023,MI,Midland,0
2023,MI,Monroe,6
2023,MI,Montcalm,0
2023,MI,Montmorency,4
2023,MI,Muskegon,37.66926512
2023,MI,Newaygo,19.64086127
2023,MI,Oakland,173.4897487
2023,MI,Oceana,2
2023,MI,Ogemaw,0.934496329
2023,MI,Osceola,0
2023,MI,Otsego,32.73476879
2023,MI,Ottawa,35.97162264
2023,MI,Presque Isle,8
2023,MI,Roscommon,0.467248165
2023,MI,Saginaw,10.54695376
2023,MI,St. Clair,15
2023,MI,Sanilac,0
2023,MI,Shiawassee,0
2023,MI,Van Buren,9.546953758
2023,MI,Washtenaw,75.299141
2023,MI,Wayne,243.8456709
2023,MI,Wexford,8
2023,MN,Anoka,26.58677686
2023,MN,Becker,1.242039322
2023,MN,Beltrami,12.48407864
2023,MN,Blue Earth,20.4761991
2023,MN,Brown,4.484078644
2023,MN,Carlton,2.17630854
2023,MN,Carver,0
2023,MN,Cass,26.11570248
2023,MN,Chippewa,7.149945281
2023,MN,Chisago,2
2023,MN,Clay,6.52892562
2023,MN,Cook,9.107838032
2023,MN,Crow Wing,14.21567606
2023,MN,Dakota,94.65487754
2023,MN,Douglas,4.036627797
2023,MN,Fillmore,4.35261708
2023,MN,Freeborn,23.41046832
2023,MN,Goodhue,13.05785124
2023,MN,Hennepin,418.5452206
2023,MN,Hubbard,0
2023,MN,Isanti,5
2023,MN,Itasca,6.215676063
2023,MN,Kanabec,0.621019661
2023,MN,Kandiyohi,9.705234159
2023,MN,Lake,5
2023,MN,Lyon,6.52892562
2023,MN,McLeod,13.36836107
2023,MN,Martin,17.41046832
2023,MN,Morrison,3.418347862
2023,MN,Mower,19.05785124
2023,MN,Nicollet,0.621019661
2023,MN,Nobles,6
2023,MN,Olmsted,42.19443753
2023,MN,Otter Tail,1.242039322
2023,MN,Pine,11.48681837
2023,MN,Pipestone,4.35261708
2023,MN,Ramsey,245.3231292
2023,MN,Redwood,17.41046832
2023,MN,Renville,4.35261708
2023,MN,Rice,6.973636741
2023,MN,Rock,0
2023,MN,St. Louis,37.97602174
2023,MN,Scott,21.34199781
2023,MN,Sherburne,7.35261708
2023,MN,Stearns,2.931529492
2023,MN,Steele,8.35261708
2023,MN,Stevens,8.52892562
2023,MN,Todd,2
2023,MN,Wadena,1.242039322
2023,MN,Washington,57.5261708
2023,MN,Winona,1.552549153
2023,MN,Wright,21.41046832
2023,WI,Barron,0
2023,WI,Bayfield,0
2023,WI,Brown,25.58091274
2023,WI,Calumet,2
2023,WI,Chippewa,0
2023,WI,Dane,194.4967494
2023,WI,Dodge,4
2023,WI,Door,39.17581548
2023,WI,Dunn,2.395228184
2023,WI,Eau Claire,21.07734807
2023,WI,Florence,0
2023,WI,Fond du Lac,4.790456369
2023,WI,Grant,0.790456369
2023,WI,Green,2
2023,WI,Green Lake,2
2023,WI,Jefferson,5
2023,WI,Juneau,6
2023,WI,Kenosha,21.30801105
2023,WI,La Crosse,23.26303262
2023,WI,Manitowoc,1.395228184
2023,WI,Marathon,14
2023,WI,Marinette,0
2023,WI,Milwaukee,134.0633808
2023,WI,Monroe,18.07734807
2023,WI,Oneida,4
2023,WI,Outagamie,26.76933702
2023,WI,Ozaukee,6.559793385
2023,WI,Pierce,0
2023,WI,Polk,0.395228184
2023,WI,Portage,9.580912737
2023,WI,Price,2.769337017
2023,WI,Racine,9.161825475
2023,WI,Richland,1
2023,WI,Rock,10.3291304
2023,WI,Rusk,5.538674033
2023,WI,St. Croix,5.161825475
2023,WI,Sauk,14.30527132
2023,WI,Sawyer,1
2023,WI,Sheboygan,14.58091274
2023,WI,Vernon,8.329130402
2023,WI,Walworth,26.6160221
2023,WI,Washington,5
2023,WI,Waukesha,40.53593431
2023,WI,Winnebago,24.40647847
2023,WI,Wood,5
2023,FL,Alachua,87.27018467
2023,FL,Bay,22.72161886
2023,FL,Brevard,116.3620828
2023,FL,Broward,493.5426474
2023,FL,Charlotte,6.371369106
2023,FL,Citrus,18.30801105
2023,FL,Clay,11.4936956
2023,FL,Collier,106.507977
2023,FL,Columbia,25.73560887
2023,FL,Duval,248.4663438
2023,FL,Escambia,31.73560887
2023,FL,Flagler,15.49095588
2023,FL,Franklin,11.09846742
2023,FL,Hamilton,5.538674033
2023,FL,Hendry,0
2023,FL,Hernando,5.933902218
2023,FL,Highlands,10.39522818
2023,FL,Hillsborough,347.094706
2023,FL,Indian River,17.28141225
2023,FL,Jackson,1
2023,FL,Jefferson,0.395228184
2023,FL,Lake,52.30391281
2023,FL,Lee,87.18432604
2023,FL,Leon,51.96353213
2023,FL,Manatee,68.51345644
2023,FL,Marion,24.58091274
2023,FL,Martin,37.50220616
2023,FL,Miami-Dade,1098.248524
2023,FL,Monroe,73.07186861
2023,FL,Nassau,30.3291304
2023,FL,Okaloosa,36.91004314
2023,FL,Okeechobee,30.71448952
2023,FL,Orange,483.5961137
2023,FL,Osceola,85.54308635
2023,FL,Palm Beach,509.652051
2023,FL,Pasco,37.31652161
2023,FL,Pinellas,240.3944751
2023,FL,Polk,43.28718308
2023,FL,Putnam,3.395228184
2023,FL,St. Johns,73.5894233
2023,FL,St. Lucie,46.16211685
2023,FL,Santa Rosa,13.86780444
2023,FL,Sarasota,128.5924544
2023,FL,Seminole,111.1829675
2023,FL,Sumter,17.11958677
2023,FL,Suwannee,33.2320442
2023,FL,Taylor,2.652215057
2023,FL,Volusia,118.5461175
2023,FL,Wakulla,0
2023,FL,Walton,34.77510785
2023,FL,Washington,1.580912737
2023,TN,Anderson,2
2023,TN,Bedford,2
2023,TN,Blount,15.30443011
2023,TN,Bradley,1.304430114
2023,TN,Carter,0
2023,TN,Cheatham,1
2023,TN,Cocke,2
2023,TN,Coffee,17.60886023
2023,TN,Cumberland,2
2023,TN,Davidson,210.3063227
2023,TN,DeKalb,1.304430114
2023,TN,Dickson,22.30443011
2023,TN,Dyer,1
2023,TN,Fentress,0
2023,TN,Franklin,6
2023,TN,Greene,4.304430114
2023,TN,Hamblen,2
2023,TN,Hamilton,98.86993551
2023,TN,Hardin,1.652215057
2023,TN,Hawkins,2
2023,TN,Henry,5
2023,TN,Jackson,2
2023,TN,Jefferson,0
2023,TN,Knox,104.3053764
2023,TN,Lawrence,0
2023,TN,Loudon,8
2023,TN,McMinn,1
2023,TN,Macon,1.304430114
2023,TN,Madison,17
2023,TN,Marshall,1
2023,TN,Maury,5.652215057
2023,TN,Montgomery,28.30443011
2023,TN,Overton,1.304430114
2023,TN,Perry,2
2023,TN,Polk,1.304430114
2023,TN,Putnam,29.95664517
2023,TN,Rhea,0
2023,TN,Roane,0
2023,TN,Rutherford,66.08765597
2023,TN,Scott,1
2023,TN,Sevier,42.34873125
2023,TN,Shelby,117.2177205
2023,TN,Smith,1.304430114
2023,TN,Stewart,0
2023,TN,Sullivan,28.30443011
2023,TN,Sumner,6
2023,TN,Unicoi,1.304430114
2023,TN,Van Buren,1.304430114
2023,TN,Warren,3
2023,TN,Washington,9.304430114
2023,TN,Weakley,1
2023,TN,White,1.304430114
2023,TN,Williamson,58.91329034
2023,TN,Wilson,11.26107529
2023,TX,Anderson,1
2023,TX,Angelina,1
2023,TX,Aransas,7.956645171
2023,TX,Austin,2
2023,TX,Bandera,0
2023,TX,Bastrop,23.91329034
2023,TX,Bell,16.60886023
2023,TX,Bexar,177.0471401
2023,TX,Blanco,7
2023,TX,Bowie,8
2023,TX,Brazoria,36.47879574
2023,TX,Brazos,24.82658068
2023,TX,Burnet,2
2023,TX,Calhoun,1.304430114
2023,TX,Cameron,20.65221506
2023,TX,Collin,165.1762583
2023,TX,Colorado,10
2023,TX,Comal,12.91329034
2023,TX,Coryell,1
2023,TX,Crockett,8.608860228
2023,TX,Culberson,12
2023,TX,Dallas,444.4439577
2023,TX,Denton,75.56645171
2023,TX,DeWitt,1.956645171
2023,TX,Dickens,0
2023,TX,Eastland,12
2023,TX,Ellis,17
2023,TX,El Paso,44.82658068
2023,TX,Fayette,9
2023,TX,Fort Bend,54.74081734
2023,TX,Galveston,47.52215057
2023,TX,Gillespie,12.30443011
2023,TX,Gonzales,0.652215057
2023,TX,Grayson,10.91329034
2023,TX,Gregg,8.608860228
2023,TX,Grimes,2.652215057
2023,TX,Guadalupe,13.21772046
2023,TX,Hamilton,4
2023,TX,Hardin,2
2023,TX,Harris,605.1809898
2023,TX,Harrison,4
2023,TX,Hays,38.1310108
2023,TX,Henderson,3
2023,TX,Hidalgo,23.30443011
2023,TX,Hill,2
2023,TX,Hood,4
2023,TX,Hopkins,8
2023,TX,Hunt,1
2023,TX,Jackson,3
2023,TX,Jasper,2
2023,TX,Jefferson,9
2023,TX,Johnson,9.52215057
2023,TX,Kaufman,0
2023,TX,Kendall,8
2023,TX,Kerr,9.869935513
2023,TX,Kleberg,9
2023,TX,Lampasas,5
2023,TX,Lee,8
2023,TX,Leon,0
2023,TX,Llano,5
2023,TX,Lubbock,8.304430114
2023,TX,McLennan,28.91329034
2023,TX,Matagorda,5
2023,TX,Maverick,2
2023,TX,Midland,13.65221506
2023,TX,Montgomery,50.73987103
2023,TX,Moore,16
2023,TX,Nacogdoches,8
2023,TX,Navarro,10
2023,TX,Nolan,12
2023,TX,Nueces,37
2023,TX,Ochiltree,1
2023,TX,Orange,4
2023,TX,Parker,5
2023,TX,Pecos,12
2023,TX,Polk,0
